cpg_id,ACR-139-TP1,ACR-139-TP2,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP2,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP2,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP2,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP2,ACR-186-TP3,ACR-186-TP4,ACR-225-TP2,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP2,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP2,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP2,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP2,ACR-265-TP3,ACR-265-TP4
CpG_ptg000004l_8265644,6.122449,6.666667,6.521739,3.703704,6.666667,10.0,9.302326,6.976744,6.25,12.121212,3.225806,3.030303,7.894737,3.703704,6.060606,0.0,3.571429,0.0,2.564103,5.0,4.0,0.0,11.111111,19.354839,19.047619,13.793103,11.111111,8.333333,10.714286,16.666667,9.756098,19.444444,16.666667,0.0,12.195122,20.0,2.631579,8.108108,14.285714
CpG_ptg000004l_8265688,0.0,0.0,0.0,0.0,2.941176,4.545455,6.25,4.347826,0.0,8.333333,7.407407,4.347826,5.128205,0.0,6.896552,0.0,0.0,0.0,0.0,3.125,4.0,0.0,6.25,3.703704,5.263158,0.0,6.25,5.882353,7.142857,16.0,15.789474,12.5,17.647059,16.666667,6.060606,12.820513,5.555556,12.121212,3.448276
CpG_ptg000004l_8266129,0.0,0.0,0.0,0.0,7.54717,4.651163,9.756098,9.090909,15.151515,23.684211,19.607843,23.076923,17.721519,15.151515,13.793103,9.433962,1.369863,0.0,0.0,0.0,23.076923,2.380952,32.727273,0.0,0.0,0.0,0.0,26.666667,20.0,35.416667,29.787234,55.172414,51.851852,60.0,37.931034,9.803922,11.363636,8.77193,2.083333
CpG_ptg000004l_8266178,0.0,0.0,0.0,2.380952,6.060606,8.571429,10.0,18.421053,13.333333,30.0,9.375,23.076923,14.583333,13.793103,15.625,9.52381,2.857143,0.0,0.0,0.0,29.166667,7.142857,23.684211,10.0,7.692308,6.666667,9.090909,13.636364,14.285714,18.918919,29.72973,55.0,60.0,45.454545,34.782609,13.888889,12.5,14.285714,9.52381
CpG_ptg000004l_828289,37.837838,20.512821,19.047619,23.913043,2.564103,3.571429,2.564103,9.433962,18.181818,16.129032,14.285714,15.384615,5.555556,17.241379,4.545455,41.666667,0.0,8.163265,3.333333,14.705882,0.0,14.285714,0.0,7.142857,12.5,4.545455,9.677419,13.72549,22.222222,25.0,13.043478,4.166667,21.568627,10.0,4.255319,9.259259,17.073171,8.108108,3.846154
CpG_ptg000004l_83766,64.0,63.636364,59.090909,90.909091,44.444444,62.5,50.0,58.62069,3.846154,4.545455,16.666667,21.73913,17.647059,16.666667,5.263158,23.076923,31.428571,46.666667,17.647059,22.727273,30.0,40.0,57.142857,69.230769,50.0,75.0,47.058824,31.578947,14.285714,4.166667,37.5,25.0,24.0,13.636364,13.953488,47.5,61.538462,57.142857,51.851852
CpG_ptg000004l_83787,56.0,52.0,43.478261,75.757576,30.769231,56.410256,42.105263,64.516129,3.846154,3.571429,15.625,22.727273,11.111111,15.789474,4.545455,18.75,33.333333,42.424242,26.315789,26.923077,41.666667,31.818182,28.571429,57.142857,47.619048,71.428571,50.0,32.432432,13.793103,3.846154,35.294118,20.689655,19.354839,13.636364,14.583333,50.0,62.962963,45.16129,52.0
CpG_ptg000004l_83847,73.333333,53.333333,48.148148,74.193548,30.434783,46.511628,36.842105,43.333333,13.636364,4.0,14.705882,17.391304,14.285714,11.764706,5.555556,14.285714,19.354839,32.432432,27.272727,30.769231,23.076923,30.0,40.0,63.157895,47.619048,70.833333,52.631579,30.0,12.0,6.666667,33.333333,3.225806,8.108108,0.0,4.444444,36.363636,42.857143,39.130435,14.285714
CpG_ptg000004l_8500050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555556,0.0,0.0,0.0,0.0,0.0
CpG_ptg000004l_8500058,0.0,0.0,5.882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882353,0.0,0.0,0.0,0.0,0.0
CpG_ptg000004l_8505052,0.0,0.0,3.030303,9.52381,0.0,11.111111,3.333333,0.0,3.125,10.0,15.384615,0.0,1.960784,0.0,0.0,4.444444,9.090909,0.0,4.545455,10.0,11.111111,0.0,0.0,3.448276,4.166667,4.545455,4.545455,20.0,20.0,5.882353,11.111111,3.846154,2.702703,10.0,11.538462,0.0,0.0,0.0,0.0
CpG_ptg000004l_85437,48.484848,34.782609,35.483871,45.833333,33.333333,37.837838,33.333333,45.454545,19.047619,23.333333,31.428571,23.076923,34.375,29.411765,15.625,11.111111,36.363636,48.484848,27.777778,33.333333,27.272727,22.222222,42.857143,37.5,33.333333,44.444444,42.857143,29.411765,26.923077,14.285714,16.0,32.692308,13.636364,31.818182,17.142857,50.0,40.0,39.285714,50.0
CpG_ptg000004l_85512,40.540541,21.73913,36.0,35.714286,44.444444,41.463415,41.935484,43.589744,16.216216,18.918919,25.0,8.695652,25.0,13.636364,19.230769,9.52381,21.428571,48.571429,35.483871,27.586207,33.333333,36.0,59.375,35.0,35.849057,37.5,37.5,33.333333,25.925926,20.0,16.666667,31.25,13.157895,18.518519,23.076923,58.333333,50.0,53.571429,40.0
CpG_ptg000004l_85551,54.83871,52.380952,31.25,53.846154,50.0,48.484848,36.363636,56.0,22.222222,21.428571,22.580645,11.764706,22.727273,5.555556,15.789474,6.666667,28.571429,48.387097,33.333333,30.0,35.0,47.619048,81.481481,48.275862,46.341463,44.444444,33.333333,19.230769,22.727273,25.925926,13.636364,41.666667,19.512195,28.571429,32.0,68.0,43.333333,55.555556,40.0
CpG_ptg000004l_85560,48.387097,52.631579,33.333333,52.173913,51.612903,50.0,36.363636,56.0,25.0,25.0,22.222222,11.111111,19.047619,0.0,11.111111,7.142857,28.571429,40.740741,30.0,28.571429,29.411765,38.888889,77.272727,46.666667,40.47619,43.75,29.411765,16.666667,23.809524,18.518519,9.52381,36.363636,20.0,14.285714,28.0,73.913043,44.827586,52.0,33.333333
CpG_ptg000004l_85569,51.724138,47.368421,36.363636,57.142857,59.090909,51.612903,52.941176,60.0,27.272727,17.857143,20.833333,5.882353,28.571429,0.0,14.285714,8.333333,23.076923,50.0,33.333333,31.578947,15.384615,23.076923,47.619048,40.0,40.47619,53.846154,28.571429,18.181818,25.0,21.428571,10.0,25.925926,18.421053,15.0,30.434783,73.913043,42.857143,52.173913,33.333333
CpG_ptg000004l_85578,52.0,45.0,50.0,47.058824,61.904762,55.172414,43.75,42.857143,21.428571,18.518519,13.636364,6.25,10.526316,0.0,7.692308,20.0,25.0,44.0,28.571429,28.571429,28.571429,20.0,60.0,37.5,43.589744,58.333333,28.571429,14.285714,25.0,15.384615,11.111111,21.73913,22.222222,15.789474,17.391304,71.428571,44.827586,52.380952,28.571429
CpG_ptg000004l_8575438,6.25,27.272727,50.0,16.666667,0.0,6.666667,0.0,4.347826,7.142857,9.090909,0.0,8.333333,20.0,10.0,10.0,11.111111,10.0,11.764706,0.0,18.181818,0.0,9.677419,10.714286,6.666667,5.0,0.0,0.0,0.0,6.666667,5.882353,0.0,0.0,0.0,0.0,0.0,0.0,5.882353,5.882353,10.0
CpG_ptg000004l_86948,48.0,51.351351,48.275862,54.285714,41.176471,42.222222,53.488372,52.631579,23.404255,17.647059,29.032258,12.5,3.846154,0.0,2.222222,12.244898,21.95122,35.0,13.043478,30.434783,25.0,22.222222,42.857143,29.411765,22.222222,36.842105,24.137931,34.782609,16.666667,6.666667,18.181818,18.918919,13.636364,21.052632,27.777778,62.068966,34.375,53.658537,45.714286
CpG_ptg000004l_8731993,2.941176,14.705882,0.0,5.555556,3.030303,3.125,5.882353,3.125,4.0,0.0,4.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333,7.407407,0.0,3.448276,2.040816,4.545455,0.0,2.777778,7.142857,0.0,6.25,0.0,5.405405,6.818182,5.0,0.0,8.0,0.0,0.0,0.0
CpG_ptg000004l_8731995,2.941176,17.647059,2.439024,5.714286,3.030303,6.451613,0.0,3.030303,4.0,0.0,4.347826,4.545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.448276,3.703704,0.0,3.333333,8.333333,6.521739,3.225806,2.777778,7.142857,10.0,9.375,0.0,5.405405,6.666667,10.0,0.0,4.0,0.0,0.0,0.0
CpG_ptg000004l_8732029,2.941176,8.571429,0.0,8.333333,11.428571,11.538462,0.0,3.333333,7.142857,3.703704,4.761905,10.0,4.166667,6.896552,0.0,0.0,0.0,3.225806,0.0,2.941176,4.0,2.439024,6.451613,12.5,4.444444,6.25,2.941176,6.25,4.761905,11.111111,0.0,5.555556,12.765957,14.285714,3.030303,16.666667,5.263158,5.555556,0.0
CpG_ptg000004l_8732106,6.451613,9.375,2.380952,3.571429,9.090909,10.0,0.0,5.882353,6.666667,9.090909,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941176,0.0,4.761905,5.714286,8.695652,5.555556,10.0,0.0,0.0,5.882353,6.666667,0.0,9.302326,4.255319,10.714286,2.5,4.761905,0.0,0.0,6.451613
CpG_ptg000004l_8732108,6.896552,9.090909,2.325581,3.571429,6.060606,9.375,0.0,5.714286,6.666667,9.090909,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941176,4.0,4.651163,2.857143,8.695652,2.702703,12.903226,0.0,5.555556,11.111111,6.451613,0.0,9.302326,4.166667,7.692308,2.564103,4.761905,0.0,0.0,6.451613
CpG_ptg000004l_8732121,3.448276,8.823529,0.0,3.333333,3.125,9.090909,4.761905,0.0,6.25,7.407407,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.702703,4.347826,4.444444,2.857143,8.695652,2.439024,8.571429,0.0,5.882353,11.111111,6.25,0.0,6.818182,2.222222,8.333333,2.439024,8.333333,5.0,0.0,6.25
CpG_ptg000004l_8732128,6.451613,8.571429,2.380952,3.333333,6.060606,3.333333,5.0,2.857143,6.25,3.703704,0.0,0.0,3.846154,0.0,0.0,0.0,0.0,0.0,0.0,5.263158,0.0,4.444444,2.941176,6.25,2.5,2.777778,0.0,0.0,11.111111,2.702703,0.0,6.666667,4.651163,8.333333,0.0,0.0,0.0,0.0,2.941176
CpG_ptg000004l_8732138,6.896552,3.030303,2.380952,0.0,0.0,3.448276,0.0,3.030303,0.0,4.0,0.0,0.0,3.846154,0.0,0.0,0.0,1.923077,0.0,2.777778,2.777778,0.0,6.666667,0.0,2.272727,0.0,2.857143,0.0,0.0,13.333333,5.555556,0.0,0.0,0.0,8.695652,0.0,0.0,0.0,0.0,2.941176
CpG_ptg000004l_8732146,7.142857,6.666667,2.564103,3.571429,6.666667,3.571429,5.0,8.823529,0.0,4.0,0.0,3.846154,4.0,0.0,0.0,0.0,1.960784,0.0,0.0,2.941176,0.0,2.380952,2.941176,7.142857,2.439024,9.090909,0.0,5.882353,13.333333,3.030303,0.0,6.976744,0.0,4.166667,0.0,4.761905,6.25,0.0,6.25
CpG_ptg000004l_8732180,0.0,0.0,0.0,0.0,4.166667,12.5,0.0,8.0,14.285714,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166667,6.666667,6.666667,8.333333,3.448276,3.225806,11.538462,0.0,0.0,30.769231,0.0,0.0,9.090909,4.166667,11.111111,0.0,14.285714,16.666667,0.0,4.545455
CpG_ptg000004l_88201,64.705882,57.894737,51.851852,58.823529,36.666667,33.333333,30.434783,42.424242,23.809524,6.666667,11.111111,18.75,6.666667,0.0,0.0,0.0,25.0,14.285714,27.272727,26.666667,8.333333,27.272727,23.529412,36.666667,12.121212,23.076923,15.384615,14.285714,9.090909,13.636364,14.285714,4.166667,3.030303,0.0,11.428571,45.0,43.589744,44.0,39.393939
CpG_ptg000004l_88225,42.105263,47.368421,44.0,50.0,30.952381,34.090909,18.75,45.0,16.666667,10.0,21.73913,17.647059,9.090909,0.0,0.0,0.0,29.268293,36.363636,5.555556,33.333333,21.428571,36.363636,39.130435,34.285714,29.72973,30.0,30.0,9.090909,13.636364,10.0,21.052632,21.052632,2.941176,7.142857,17.142857,41.666667,35.897436,33.333333,28.571429
CpG_ptg000004l_88295,64.0,61.290323,53.488372,53.571429,37.209302,38.636364,41.860465,35.135135,7.692308,8.333333,20.588235,18.518519,3.703704,4.545455,0.0,0.0,28.947368,40.625,12.5,42.857143,21.428571,23.529412,23.333333,37.5,36.842105,38.461538,38.235294,14.285714,23.333333,25.0,17.391304,20.0,21.621622,11.111111,16.666667,25.806452,30.232558,40.0,33.333333
CpG_ptg000004l_88342,64.285714,55.172414,47.5,55.172414,38.77551,40.425532,32.55814,35.0,8.333333,8.0,15.789474,9.677419,0.0,5.0,0.0,0.0,26.315789,40.0,14.285714,30.0,16.666667,25.0,31.818182,36.111111,40.0,39.130435,50.0,14.814815,20.689655,25.0,25.0,31.034483,30.555556,6.25,31.578947,46.666667,36.585366,43.75,37.777778
CpG_ptg000004l_88352,82.142857,86.206897,55.555556,75.862069,47.619048,53.333333,37.209302,42.857143,16.0,34.615385,34.210526,29.032258,17.857143,21.052632,32.0,28.571429,24.242424,45.833333,20.0,35.0,25.0,50.0,45.0,50.0,48.484848,54.545455,65.625,70.37037,46.153846,37.5,42.105263,65.517241,60.0,64.705882,60.526316,60.714286,44.736842,53.333333,54.347826
CpG_ptg000004l_88358,75.0,77.777778,41.935484,62.5,53.125,44.186047,35.897436,41.176471,16.0,41.666667,38.235294,30.0,12.0,20.0,24.0,25.0,25.714286,45.833333,18.75,38.888889,16.666667,33.333333,38.888889,44.117647,51.612903,50.0,64.516129,68.0,40.0,48.0,37.5,54.545455,44.827586,76.923077,42.857143,53.846154,55.555556,54.545455,56.756757
CpG_ptg000004l_9013894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.846154,2.564103,0.0,0.0,0.0,0.0,5.555556,2.777778,3.846154,2.5,0.0,11.111111,4.347826,2.564103,2.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ptg000004l_9013917,0.0,0.0,2.702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.083333,2.272727,0.0,1.886792,3.571429,10.526316,2.777778,6.666667,0.0,0.0,0.0,0.0,2.777778,2.439024,0.0,0.0,0.0,0.0,3.571429,8.333333,0.0,0.0,0.0,2.702703,0.0,0.0,0.0,0.0
CpG_ptg000004l_9014034,0.0,0.0,0.0,0.0,0.0,4.761905,0.0,0.0,2.777778,9.090909,5.0,0.0,7.317073,2.941176,0.0,6.060606,10.0,11.764706,10.526316,6.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806,3.333333,3.846154,4.761905,0.0,0.0,0.0,4.347826,0.0,5.263158,0.0,0.0
CpG_ptg000004l_9014044,3.030303,0.0,3.333333,6.25,0.0,5.555556,3.703704,0.0,6.25,13.636364,5.0,0.0,7.692308,2.777778,3.703704,12.121212,10.0,9.090909,15.789474,7.692308,16.666667,0.0,0.0,4.545455,11.111111,7.692308,7.692308,6.666667,3.448276,3.846154,13.043478,4.761905,0.0,0.0,9.090909,0.0,5.555556,0.0,0.0
CpG_ptg000004l_9038318,5.263158,3.225806,0.0,0.0,10.0,10.526316,7.692308,22.222222,14.285714,6.666667,8.333333,15.384615,0.0,5.263158,7.142857,8.333333,0.0,6.060606,0.0,5.263158,15.789474,5.263158,25.0,9.090909,12.5,15.151515,6.666667,9.090909,23.076923,38.095238,0.0,13.043478,16.129032,0.0,14.285714,0.0,6.25,0.0,0.0
CpG_ptg000004l_9157463,9.090909,33.333333,31.818182,18.75,13.888889,14.285714,16.666667,12.820513,35.294118,40.0,40.740741,30.0,21.052632,27.272727,14.285714,13.333333,7.692308,21.73913,14.285714,23.076923,25.0,8.695652,29.545455,19.047619,13.043478,8.333333,17.647059,21.052632,29.166667,39.285714,38.888889,42.105263,42.5,42.105263,36.0,7.692308,12.5,18.181818,6.451613
CpG_ptg000004l_9178337,0.0,2.380952,0.0,3.333333,7.407407,3.333333,5.0,5.882353,0.0,0.0,0.0,0.0,2.857143,0.0,0.0,0.0,0.0,16.666667,12.5,16.216216,11.904762,10.344828,12.820513,0.0,2.777778,0.0,7.407407,0.0,0.0,0.0,3.846154,18.032787,32.8125,23.529412,18.918919,12.121212,0.0,3.571429,7.142857
CpG_ptg000004l_9178363,0.0,8.888889,3.846154,5.714286,8.333333,4.878049,7.407407,5.0,5.0,4.166667,4.347826,0.0,4.545455,8.108108,10.526316,0.0,4.166667,17.073171,26.470588,25.641026,16.666667,18.181818,15.217391,2.702703,4.651163,0.0,6.25,6.666667,19.047619,14.814815,10.0,24.657534,34.210526,25.641026,23.863636,19.444444,10.25641,5.882353,4.761905
CpG_ptg000004l_9178376,4.444444,4.166667,0.0,6.976744,5.128205,2.272727,6.060606,4.444444,0.0,12.0,6.896552,0.0,8.163265,2.439024,9.52381,0.0,10.714286,8.510638,19.047619,16.666667,12.244898,17.777778,13.207547,2.5,4.347826,2.272727,5.555556,6.060606,9.090909,17.857143,5.882353,26.315789,33.75,25.0,22.680412,8.571429,11.627907,13.888889,5.0
CpG_ptg000004l_9178390,0.0,0.0,0.0,6.818182,2.325581,2.272727,5.555556,4.444444,0.0,4.0,6.451613,0.0,1.754386,0.0,0.0,0.0,3.448276,15.555556,22.222222,15.217391,11.538462,19.565217,14.0,0.0,4.347826,2.325581,5.128205,6.060606,9.090909,16.666667,8.571429,22.916667,27.710843,29.411765,18.446602,7.692308,8.888889,9.756098,4.166667
CpG_ptg000004l_9178419,1.818182,3.174603,0.0,2.083333,4.761905,6.976744,5.405405,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571429,10.204082,17.777778,9.615385,14.035088,16.363636,11.111111,2.325581,4.651163,2.564103,5.555556,0.0,0.0,3.448276,0.0,22.0,27.272727,25.862069,19.266055,5.0,6.25,15.0,4.0
CpG_ptg000004l_9178440,0.0,0.0,0.0,2.173913,7.142857,7.142857,5.405405,4.0,0.0,0.0,0.0,0.0,1.694915,0.0,2.173913,0.0,3.125,19.298246,25.581395,14.285714,15.686275,20.37037,11.320755,2.272727,5.0,3.333333,4.761905,0.0,0.0,0.0,0.0,21.428571,22.619048,28.571429,21.296296,7.5,8.333333,9.302326,7.407407
CpG_ptg000004l_9178467,4.545455,2.040816,0.0,4.347826,6.060606,5.882353,6.451613,4.761905,0.0,0.0,0.0,0.0,3.921569,4.878049,0.0,0.0,4.166667,20.0,26.315789,15.909091,22.5,16.666667,13.333333,2.857143,5.714286,3.448276,0.0,0.0,5.555556,3.846154,0.0,24.390244,18.055556,25.925926,19.78022,15.625,2.631579,9.090909,8.0
CpG_ptg000004l_9178476,4.545455,2.083333,0.0,4.651163,6.896552,6.25,7.142857,5.128205,0.0,0.0,0.0,0.0,4.255319,5.128205,0.0,0.0,4.347826,22.916667,21.875,14.583333,21.052632,10.526316,11.627907,2.857143,3.125,6.666667,0.0,0.0,0.0,0.0,0.0,21.794872,19.71831,24.0,20.454545,12.121212,2.777778,9.677419,9.090909
CpG_ptg000004l_9178487,2.631579,0.0,0.0,2.702703,12.0,4.0,8.0,6.25,0.0,4.347826,0.0,0.0,2.272727,2.857143,0.0,0.0,5.0,20.930233,19.230769,11.904762,3.448276,2.857143,5.714286,0.0,0.0,3.846154,0.0,0.0,0.0,0.0,0.0,8.695652,6.060606,12.5,8.860759,10.0,0.0,11.538462,12.5
CpG_ptg000004l_9186674,6.060606,6.521739,4.83871,4.444444,4.166667,1.754386,6.382979,3.030303,6.25,4.878049,6.0,6.521739,6.25,3.125,3.030303,12.5,10.25641,2.12766,11.111111,3.571429,0.0,0.0,1.960784,1.5625,4.166667,7.692308,8.064516,0.0,4.651163,1.960784,2.325581,2.439024,1.785714,2.439024,3.571429,4.0,3.846154,3.703704,7.894737
CpG_ptg000004l_9186679,6.060606,6.382979,5.172414,4.545455,4.166667,1.694915,9.090909,3.030303,5.882353,6.666667,8.163265,6.666667,6.122449,3.333333,6.451613,14.814815,13.157895,0.0,11.538462,3.571429,4.651163,0.0,1.851852,4.615385,2.941176,7.692308,12.068966,0.0,6.818182,5.660377,2.222222,2.439024,7.272727,7.317073,1.666667,5.769231,5.660377,3.571429,8.108108
CpG_ptg000004l_921207,24.137931,26.923077,11.111111,15.384615,30.769231,13.636364,23.076923,35.0,50.0,44.444444,40.0,47.826087,34.210526,46.153846,26.086957,26.666667,0.0,0.0,0.0,0.0,29.166667,47.368421,37.5,13.157895,4.761905,20.689655,11.111111,36.842105,35.483871,48.0,40.740741,14.285714,38.095238,31.25,30.0,21.052632,33.333333,20.0,33.333333
CpG_ptg000004l_921312,16.666667,26.829268,13.333333,20.0,22.222222,16.666667,22.222222,14.285714,36.842105,61.538462,48.275862,52.0,26.470588,58.823529,21.428571,33.333333,0.0,0.0,0.0,0.0,40.0,53.333333,61.538462,17.777778,11.111111,10.714286,4.166667,33.333333,50.0,43.75,36.842105,35.714286,35.294118,40.0,20.0,26.086957,41.666667,16.666667,15.384615
CpG_ptg000004l_921318,24.137931,27.5,12.820513,20.0,30.0,16.666667,28.571429,17.647059,50.0,61.538462,46.428571,51.515152,32.352941,70.588235,25.0,50.0,0.0,0.0,0.0,0.0,44.444444,50.0,42.857143,13.953488,10.714286,20.0,4.166667,35.0,56.410256,47.058824,31.578947,40.740741,41.176471,35.714286,23.529412,33.333333,50.0,16.666667,13.333333
CpG_ptg000004l_921330,18.518519,25.641026,14.285714,23.076923,33.333333,13.636364,28.571429,5.882353,44.444444,48.148148,40.740741,45.714286,26.666667,66.666667,33.333333,38.888889,0.0,0.0,0.0,0.0,40.0,41.176471,38.095238,11.627907,6.666667,13.333333,3.448276,34.782609,48.648649,45.714286,31.578947,39.285714,33.333333,40.0,30.0,26.923077,50.0,17.391304,22.222222
CpG_ptg000004l_921341,17.857143,28.205128,13.953488,20.0,24.0,13.043478,22.727273,5.882353,44.827586,50.0,50.0,48.571429,26.666667,58.823529,35.714286,41.176471,0.0,0.0,0.0,0.0,41.666667,47.058824,40.909091,11.363636,9.090909,16.666667,6.451613,37.5,59.459459,42.857143,33.333333,42.857143,33.333333,50.0,30.0,28.0,53.846154,16.666667,26.315789
CpG_ptg000004l_923143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555556,33.333333,23.076923,0.0,7.692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,4.761905,0.0,5.263158,12.5
CpG_ptg000004l_9274745,37.5,11.764706,0.0,28.571429,26.666667,29.411765,10.526316,25.0,22.222222,20.0,26.315789,35.294118,8.333333,16.666667,30.0,27.272727,36.363636,31.578947,27.272727,29.411765,0.0,0.0,7.692308,9.52381,5.882353,0.0,20.0,35.294118,40.0,38.888889,18.181818,21.052632,47.058824,25.0,30.434783,7.142857,27.777778,36.363636,15.384615
CpG_ptg000004l_9320791,9.52381,15.0,23.076923,14.285714,2.272727,3.030303,3.571429,3.030303,6.25,10.0,8.333333,10.714286,0.0,10.0,0.0,7.692308,0.0,0.0,0.0,21.428571,25.0,6.666667,12.0,45.454545,38.461538,50.0,31.578947,11.764706,14.285714,21.052632,11.538462,17.948718,11.627907,23.076923,13.888889,5.405405,0.0,0.0,0.0
CpG_ptg000004l_9320802,4.347826,15.0,21.428571,13.333333,6.666667,8.823529,3.125,13.888889,5.882353,5.0,9.090909,0.0,0.0,8.333333,0.0,7.142857,0.0,0.0,0.0,21.428571,33.333333,13.333333,15.384615,50.0,42.857143,56.521739,30.0,15.0,5.555556,17.647059,10.344828,17.073171,10.869565,24.137931,16.27907,7.692308,0.0,20.588235,3.225806
CpG_ptg000004l_9320824,13.636364,16.666667,14.285714,8.333333,0.0,2.941176,0.0,0.0,2.777778,0.0,0.0,3.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571,17.647059,16.0,29.411765,36.842105,39.130435,36.842105,0.0,0.0,4.761905,0.0,9.756098,8.510638,19.354839,12.5,0.0,0.0,6.060606,0.0
CpG_ptg000004l_9320867,11.111111,30.0,13.043478,0.0,4.761905,0.0,0.0,2.222222,5.555556,5.555556,7.692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263158,13.333333,0.0,3.703704,28.571429,15.789474,20.833333,9.52381,0.0,9.090909,4.166667,9.090909,23.684211,22.727273,27.272727,10.416667,2.777778,0.0,17.142857,0.0
CpG_ptg000004l_9320892,15.0,26.666667,16.0,5.555556,12.121212,16.129032,15.625,10.0,11.538462,5.0,8.695652,7.407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,32.0,40.0,39.130435,37.5,35.294118,25.0,21.052632,17.391304,12.903226,27.272727,27.906977,39.285714,32.653061,10.344828,14.705882,25.0,4.166667
CpG_ptg000004l_9320894,0.0,0.0,0.0,0.0,12.121212,18.75,15.151515,9.302326,19.230769,28.571429,18.181818,25.925926,0.0,6.666667,0.0,0.0,0.0,0.0,0.0,5.555556,21.428571,0.0,25.0,16.666667,21.73913,33.333333,17.647059,38.461538,31.578947,21.73913,29.032258,31.428571,30.0,41.37931,30.612245,10.344828,15.625,29.411765,4.166667
CpG_ptg000004l_9320897,0.0,0.0,0.0,0.0,9.090909,16.129032,14.705882,9.302326,15.384615,27.777778,10.0,21.73913,0.0,6.666667,0.0,0.0,0.0,0.0,0.0,0.0,14.285714,0.0,8.695652,5.555556,21.73913,27.272727,5.555556,30.769231,16.666667,8.695652,18.75,31.428571,27.5,39.285714,26.0,6.896552,12.5,20.588235,0.0
CpG_ptg000004l_9320903,5.263158,11.764706,14.814815,5.882353,12.903226,10.714286,10.25641,6.060606,11.538462,11.764706,10.526316,19.047619,6.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.666667,6.666667,8.0,28.571429,24.0,45.454545,11.111111,30.769231,11.764706,10.526316,23.333333,32.352941,17.5,33.333333,22.44898,3.703704,9.090909,23.333333,0.0
CpG_ptg000004l_9320928,15.789474,16.666667,7.692308,13.636364,6.25,11.428571,7.5,7.5,15.384615,11.111111,0.0,7.692308,5.555556,7.142857,0.0,0.0,0.0,0.0,0.0,0.0,38.461538,13.333333,24.0,30.0,8.0,31.578947,35.0,23.809524,43.75,14.285714,25.925926,23.076923,26.315789,36.666667,21.568627,3.125,3.225806,12.903226,0.0
CpG_ptg000004l_9320937,0.0,0.0,0.0,0.0,6.25,13.888889,2.564103,2.222222,14.285714,16.666667,13.043478,11.111111,0.0,7.692308,0.0,0.0,0.0,0.0,0.0,0.0,7.142857,6.25,16.0,29.411765,9.090909,37.5,25.0,22.727273,36.842105,21.73913,17.241379,26.315789,32.432432,35.714286,21.568627,12.121212,6.451613,17.241379,0.0
